Datum,Name,Kurs *,Währung,2018,2017,2016,2015,2014,2013
16.05.2019,BMW Vz.,"60,7",EUR,"3,52","4,02","3,52","3,22","2,92","2,6"
16.05.2019,Marsh & McLennan Cos. Inc.,"95,71",USD,"1,58","1,43","1,3","1,18","1,06","0,96"
17.05.2019,Robert Walters plc,"6,3",GBP,"0,15","0,12","0,09","0,07","0,06","0,05"
17.05.2019,Weyerhaeuser Co.,"24,35",USD,"1,32","1,25","1,24","1,2","1,02","0,81"
17.05.2019,AEGON N.V.,,EUR,"0,29","0,27","0,26","0,25","0,23","0,22"
17.05.2019,Republic Services Inc.,"84,83",USD,"1,44","1,33","1,24","1,16","1,08","0,99"
17.05.2019,Westag & Getalit AG (St.),"27,8",EUR,"0,12","0,74","0,94","0,74","0,94","0,94"
17.05.2019,Westag & Getalit AG (Vz.),"27,5",EUR,"0,18","0,8",1,"0,8",1,1
17.05.2019,CLIQ Digital AG,"2,57",EUR,0,0,0,0,0,0
17.05.2019,Hikma Pharmaceuticals PLCShs,"17,39",GBP,"0,38","0,34","0,33","0,32","0,22","0,2"
17.05.2019,Diebold Nixdorf AG,,EUR,0,0,"1,71",0,"1,75","1,48"
17.05.2019,EQS Group AG,68,EUR,0,0,"0,75","0,75","0,75","0,75"
17.05.2019,Engie (ex GDF Suez),,EUR,"0,75","0,7",1,1,1,"1,5"
17.05.2019,The Western Union Company Shs,"19,32",USD,"0,76","0,7","0,64","0,62","0,5","0,5"
17.05.2019,Derwent London PLC REIT,"33,2",GBP,"0,66","0,6","0,52","0,43","0,4","0,37"
17.05.2019,Chesapeake Energy Corp.,"2,41",USD,0,0,0,"0,09","0,35","0,35"
17.05.2019,Phoenix Mecano AG (I),"444,5",EUR,"15,07","13,4","13,95","13,64","12,66","12,22"
17.05.2019,adesso AG,"48,75",EUR,"0,45","0,4","0,36","0,3","0,25","0,21"
17.05.2019,Fresenius SE & Co. KGaA (St.),"48,81",EUR,"0,8","0,75","0,62","0,55","0,44","0,42"
17.05.2019,Michelin (Compagnie Générale d. Etablissements Michelin SCPA),,EUR,"3,7","3,55","3,25","2,85","2,5","2,5"
17.05.2019,Hiscox Ltd,,GBP,"0,33","0,29","0,28","0,24","0,23","0,21"
17.05.2019,IntercontinentalExchange Group Inc,,USD,"0,96","0,8","0,68","0,58","0,52","0,13"
17.05.2019,ServisFirst Bancshares Inc,"33,04",USD,"0,48","0,2","0,16","0,12","0,05",
17.05.2019,MAX Automation SE,,EUR,0,"0,15","0,15","0,15","0,15","0,15"
17.05.2019,Progressive Waste Solutions Ltd,"94,48",USD,"0,58","0,5","0,41","0,36","0,32","0,28"
17.05.2019,ProCredit Holding AG & Co.KGaA,,EUR,"0,3","0,27","0,38",,,
17.05.2019,VAT,,CHF,4,4,4,,,
17.05.2019,Cairn Energy PLC,"1,69",USD,0,0,0,0,0,0
17.05.2019,CBRE Group Inc. (A),"47,3",USD,0,0,0,0,0,0
17.05.2019,Edisun Power Europe AG,94,CHF,1,"0,6",0,0,0,0
17.05.2019,Unibail-Rodamco Se Titres composes Comp de 1 Ac Unibail-Rodamco + 1 Ac WFD Unib-Rod,,EUR,"10,8","10,8","10,2","9,7","9,6","8,9"
17.05.2019,STS Group AG,,EUR,0,,,,,
18.05.2019,elumeo SE,"1,33",EUR,0,0,0,0,0,
18.05.2019,Dillard's Inc.,,USD,"0,34","0,28","0,26","0,24","0,22","5,2"
19.05.2019,AURELIUS,"44,1",EUR,"1,5","1,5",1,"0,9","0,8","0,7"
19.05.2019,Medartis Holding AG,,CHF,,0,0,0,,
20.05.2019,Twitter,,USD,0,0,0,0,0,0
20.05.2019,Youbisheng Green Paper,,EUR,0,0,0,0,0,0
20.05.2019,Fair Value REIT-AG,,EUR,"0,15","0,34","0,4","0,25","0,25","0,1"
20.05.2019,Ensco PLC Class A,,USD,"0,04","0,04","0,04","0,6",3,"2,25"
20.05.2019,Ensco PLC Registered Shs -A-,,USD,"0,04","0,04","0,04","0,6",3,"2,25"
20.05.2019,International Bancshares CorpShs,"40,82",USD,"0,75","0,66","0,6","0,58","0,52","0,43"
20.05.2019,Dorman Products IncShs,"82,75",USD,0,0,0,0,0,0
20.05.2019,Central European Media Enterprises Ltd.,"3,65",USD,0,0,0,0,0,0
20.05.2019,Aeroports de Paris ADPAct.,,EUR,"3,7","3,46","2,64","2,61","2,44","1,85"
20.05.2019,UNIQA Insurance AG,"8,84",EUR,"0,53","0,51","0,49","0,47","0,42","0,35"
20.05.2019,ASMI,,EUR,1,"0,8","0,7","0,7","0,6","0,5"
20.05.2019,Consolidated Edison Inc.,"87,01",USD,"2,86","2,76","2,68","2,6","2,52","2,46"
20.05.2019,Omnicom Group Inc.,"79,3",USD,"2,4","2,25","2,15",2,"1,9","1,6"
21.05.2019,The Hershey Co,"130,31",USD,"2,76","2,55","2,4","2,24","2,04","1,81"
21.05.2019,Allstate Corp.,"96,91",USD,"1,84","1,48","1,32","1,2","1,12",1
21.05.2019,ad pepper media International N.V.,"2,33",EUR,0,0,0,0,0,0
21.05.2019,Société Générale (Societe Generale),,EUR,"2,2","2,2","2,2",2,"1,2",1
21.05.2019,American International Group (AIG) Inc.,,USD,"1,28","1,28","1,28","0,81","0,5","0,2"
21.05.2019,Gap Inc.,"22,35",USD,"0,92","0,92","0,92","0,88","0,7","0,5"
21.05.2019,1&1 Drillisch AG,"29,14",EUR,"1,8","1,6","1,8","1,75","1,7","1,6"
21.05.2019,JPMorgan Chase & Co.,"111,73",USD,"2,72","2,12","1,88","1,72","1,58","1,44"
21.05.2019,Nokia Oyj (Nokia Corp.),,EUR,"0,2","0,19","0,17","0,16","0,14","0,11"
21.05.2019,Orange S.A. (ex France Télécom),,EUR,"0,7","0,65","0,65","0,6","0,6","0,8"
21.05.2019,Amgen Inc.,"169,69",USD,"5,28","4,6",4,"3,16","2,44","1,88"
21.05.2019,Regenbogen AG,"7,05",EUR,"0,07","0,07","0,06","0,06",0,0
21.05.2019,FirstEnergy Corp,"42,39",USD,"1,82","1,44","1,44","1,44","1,44","1,65"
21.05.2019,Crédit Agricole S.A. (Credit Agricole),,EUR,"0,69","0,63","0,6","0,6","0,35","0,35"
21.05.2019,Principal Financial Group Inc.,,USD,"2,1","1,87","1,61","1,5","1,28","0,98"
21.05.2019,Modern Times Group MTG AB (B),"115,25",SEK,0,"12,5",12,"11,5",11,"10,5"
21.05.2019,Chipotle Mexican Grill Inc.,,USD,0,0,0,0,0,0
21.05.2019,ArkemaAct.,,EUR,"2,5","2,3","2,05","1,9","1,85","1,85"
21.05.2019,SMT Scharf AG,"13,6",EUR,0,0,0,0,0,"0,25"
21.05.2019,Shell (Royal Dutch Shell) (A),"25,39",USD,"1,88","1,88","1,88","1,88","1,88","1,8"
21.05.2019,Shell PLC (Royal Dutch Shell) (B),"25,48",USD,"1,88","1,88","1,88","1,88","1,88","1,8"
21.05.2019,Ormat Technologies Inc.,"59,77",USD,"0,53","0,41","0,52","0,26","0,21","0,08"
21.05.2019,Consolidated Water Co IncShs,"13,65",USD,"0,34","0,31","0,3","0,3","0,3","0,3"
21.05.2019,American States Water CoShs,"73,67",USD,"1,06","0,99","0,91","0,87","0,83","0,76"
21.05.2019,Bel Fuse Inc. (B),"19,76",USD,"0,28","0,28","0,28","0,28","0,28","0,28"
21.05.2019,NBT BancorpShs,"37,78",USD,"0,99","0,92","0,9","0,87","0,84","0,81"
21.05.2019,Godewind Immobilien AG,,EUR,0,,,,,
21.05.2019,pferdewetten.de AG,"11,5",EUR,"0,16","0,14","0,12","0,1",0,0
21.05.2019,Telefonica Deutschland AG (O2),"2,86",EUR,"0,27","0,26","0,25","0,24","0,24","0,47"
21.05.2019,NORMA Group SE,"36,5",EUR,"1,1","1,05","0,95","0,9","0,75","0,7"
21.05.2019,American Tower Corp.,"198,17",USD,"3,15","2,62","2,17","1,81","1,4","1,1"
21.05.2019,Hilton Food Group PLCShs,"10,88",GBP,"0,21","0,19","0,17","0,14","0,13","0,12"
21.05.2019,Provident Financial PLCShs,"4,86",GBP,,0,"1,35","1,2","0,98","0,85"
21.05.2019,Varta AG,,EUR,0,,,,,
21.05.2019,Modern Times Group AB (A),"118,5",SEK,0,"12,5",12,"11,5",11,"10,5"
21.05.2019,Impax Environmental Markets Plc,,GBP,"0,03","0,03","0,02","0,01","0,01","0,01"
21.05.2019,Fresnillo PLC,"7,37",USD,"0,27","0,4","0,3","0,05","0,15","0,36"
21.05.2019,Greggs PLC,"21,8",GBP,"0,33","0,32","0,31","0,43","0,2","0,2"
21.05.2019,S&T,20,EUR,"0,16","0,13","0,1","0,08","0,07","0,06"
21.05.2019,Swift Energy Co Registered Shs,,USD,0,0,0,0,0,0
21.05.2019,Nielsen Holdings PLC,"24,16",USD,"1,39","1,33","1,21","1,09","0,95","0,72"
21.05.2019,Burkhalter Holding AG,81,CHF,"3,9",5,"5,5","5,25",5,"4,4"
21.05.2019,Heidelberg Pharma AG,"2,78",EUR,0,0,0,0,0,0
21.05.2019,TLG IMMOBILIEN AG,"26,35",EUR,"0,91","0,82","0,8","0,72","0,25",
22.05.2019,Zalando,"37,46",EUR,0,0,0,0,0,0
22.05.2019,Medigene,"8,32",EUR,0,0,0,0,0,0
22.05.2019,RE-MAX Holdings Inc (A),"32,19",USD,"0,8","0,72","0,6",2,"0,25",0
22.05.2019,Eastman Kodak Co,"2,32",USD,0,0,0,0,0,0
22.05.2019,Commerzbank,"7,11",EUR,"0,2",0,0,"0,2",0,0
22.05.2019,Fossil Inc,"11,22",USD,,0,0,0,0,0
22.05.2019,ITT Inc,"59,36",USD,"0,54","0,51","0,5","0,47","0,44","0,4"
22.05.2019,PayPal Inc,"112,47",USD,0,0,0,0,,
22.05.2019,Berentzen-Gruppe AG,"6,78",EUR,"0,28","0,22","0,25","0,2","0,19","0,13"
22.05.2019,DENTSPLY SIRONA Inc,"54,62",USD,"0,35","0,35","0,31","0,29","0,27","0,25"
22.05.2019,Uniper,,EUR,"0,9","0,74","0,55",,,
22.05.2019,"Banco Comercial Portugues, SA Reg.Shares from reverse split",,EUR,0,0,0,0,0,0
22.05.2019,Bovis Homes Group PLCShs,"10,12",GBP,"0,57","0,48","0,45","0,4","0,23","0,1"
22.05.2019,United Continental Holdings Inc,,USD,0,0,0,0,0,0
22.05.2019,poenina holding ag,,CHF,"1,7","1,6",,,,
22.05.2019,wallstreet:online AG,,EUR,0,0,0,0,0,0
22.05.2019,IMMOFINANZ,,EUR,"0,85","0,7","0,6",0,0,"1,5"
22.05.2019,Atlas Air Worldwide Holdings IncShs,"38,92",USD,0,0,0,0,0,0
22.05.2019,Denbury Resources Inc,"1,72",USD,0,0,0,"0,19","0,25",0
22.05.2019,Fidelity National Information Services IncShs,121,USD,"1,28","1,16","1,04","1,04","0,96","0,88"
22.05.2019,Travelers Inc (Travelers Companies),"147,96",USD,"3,03","2,83","2,62","2,38","2,15","1,96"
22.05.2019,bet-at-home.com AG,"70,1",EUR,"6,5","7,5","7,5","4,5","1,2","0,8"
22.05.2019,PATRIZIA Immobilien AG,"18,67",EUR,"0,27","0,25",0,0,0,0
22.05.2019,PAION AG,"2,2",EUR,0,0,0,0,0,0
22.05.2019,Kulmbacher Brauerei AG,67,EUR,1,1,1,"0,22","0,11","0,11"
22.05.2019,SEB S.A.,,EUR,"2,14",2,"1,72","1,54","1,44","1,39"
22.05.2019,alstria office REIT-AG,"14,25",EUR,"0,52","0,52","0,52","0,5","0,5","0,5"
22.05.2019,Symrise AG,"86,34",EUR,"0,9","0,88","0,85","0,8","0,75","0,7"
22.05.2019,Aktien-Brauerei Kaufbeuren AG,480,EUR,"1,14",,"1,42","1,42",13,0
22.05.2019,Aareal Bank AG,"29,1",EUR,"2,1","2,5",2,"1,65","1,2","0,75"
22.05.2019,Antofagasta plc,"8,12",USD,"0,44","0,51","0,18","0,03","0,22","0,95"
22.05.2019,Molson Coors Brewing Company (MCBC),"59,25",USD,"1,64","1,64","1,64","1,64","1,48","1,28"
22.05.2019,MAN AG Vz.,"71,2",EUR,"5,1","5,1","3,07","3,07","3,07","3,07"
22.05.2019,Warteck Invest AG (N),"2.040,00",CHF,70,70,68,68,68,68
22.05.2019,Henry Schein Inc.,"68,66",USD,0,0,0,0,0,0
22.05.2019,MTR Corporation Ltd.,,HKD,"1,2","1,12","1,07","1,06","1,05","0,92"
22.05.2019,CenturyLink Inc,"9,96",USD,"2,16","2,16","2,16","2,16","2,16","2,16"
22.05.2019,Ross Stores Inc.,"94,53",USD,"0,64","0,54","0,47","0,4","0,26","0,3"
22.05.2019,Energiekontor AG,"16,2",EUR,"0,4","0,6","0,8","0,8","0,6","0,5"
22.05.2019,Daimler AG,"50,83",EUR,"3,25","3,65","3,25","3,25","2,45","2,25"
22.05.2019,NVIDIA Corp.,"152,2",USD,"0,57","0,49","0,4","0,34","0,31","0,08"
22.05.2019,Amazon,"1.859,68",USD,0,0,0,0,0,0
22.05.2019,PNE AG,"2,42",EUR,"0,04","0,04","0,04","0,04","0,04","0,1"
22.05.2019,ADVA SE,"7,15",EUR,,,0,0,0,0
22.05.2019,MorphoSys,"96,4",EUR,0,0,0,0,0,0
22.05.2019,MAN,"71,55",EUR,"5,1","5,1","3,07","3,07","3,07","3,07"
22.05.2019,Vossloh AG,"35,3",EUR,1,1,0,0,0,"0,5"
22.05.2019,BIC S.A.,,EUR,"3,45","3,45","3,45","5,9","2,85","2,6"
22.05.2019,Robert Half,"56,55",USD,"1,12","0,96","0,88","0,8","0,72","0,64"
22.05.2019,Amphenol Corp.,"90,58",USD,"0,88","0,7","0,58","0,53","0,45","0,31"
22.05.2019,Tupperware Corp.,"21,54",USD,"2,72","2,72","2,72","2,72","2,72","2,48"
22.05.2019,Fiserv Inc.,"89,6",USD,0,0,0,0,0,0
22.05.2019,Stericycle Inc,48,USD,0,0,0,0,0,0
22.05.2019,Thermo Fisher Scientific Inc,"271,66",USD,"0,68","0,6","0,6","0,6","0,6","0,6"
22.05.2019,Koenig & Bauer AG,"37,58",EUR,1,"0,9","0,5",0,0,0
22.05.2019,Southern Co.,"54,11",USD,"2,38","2,3","2,22","2,15","2,08","2,01"
22.05.2019,Progress-Werk Oberkirch AG,25,EUR,"1,1","1,65","1,6","1,55","1,45","1,8"
22.05.2019,ONEOK Inc (New),"66,91",USD,"3,25","2,72","2,46","2,43","2,13","1,48"
23.05.2019,Flowserve Corp.,"48,69",USD,"0,76","0,76","0,76","0,72","0,64","0,56"
23.05.2019,Unum Group,"33,28",USD,"0,98","0,86","0,77","0,7","0,62","0,55"
23.05.2019,Quanta Services Inc.,"34,85",USD,0,0,0,0,0,0
23.05.2019,AUDI AG,794,EUR,,,2,"0,11","4,8",4
23.05.2019,Deutsche Real Estate AG,"7,8",EUR,0,0,0,0,0,0
23.05.2019,Eramet,,EUR,,0,0,0,0,0
23.05.2019,SAFRAN S.A.,,EUR,"1,82","1,6","1,52","1,38","1,2","1,12"
23.05.2019,Salzgitter,"24,29",EUR,"0,55","0,45","0,3","0,25","0,2","0,2"
23.05.2019,Rosenbauer,"40,5",EUR,"1,25",1,"1,2","1,5","1,2","1,2"
23.05.2019,Aviva plc,,GBP,"0,3","0,27","0,23","0,21","0,18","0,15"
23.05.2019,Nordstrom Inc.,"33,81",USD,"1,48","1,48","1,48","1,32","1,2","1,08"
23.05.2019,Interpublic Group of Cos. Inc.,"22,25",USD,"0,84","0,72","0,6","0,48","0,38","0,3"
23.05.2019,Apache Corp.,"27,66",USD,1,1,1,1,1,"0,8"
23.05.2019,AK Steel Holding Corp.,"2,14",USD,0,0,0,0,0,0
23.05.2019,BNP Paribas S.A.,,EUR,"3,02","3,02","2,7","2,31","1,5","1,5"
23.05.2019,Cap Gemini S.A.,,EUR,,"1,7","1,55","1,35","1,2","1,1"
23.05.2019,Swatch (I),"271,2",CHF,8,"7,5","6,75","7,5","7,5","7,5"
23.05.2019,Amadeus FiRe AG,"123,2",EUR,"4,66","3,96","3,66","3,53","3,37","2,83"
23.05.2019,Morgan Stanley,"42,71",USD,"1,1","0,9","0,7","0,55","0,35","0,2"
23.05.2019,3U HOLDING AG,"1,19",EUR,"0,03","0,02","0,01",0,0,0
23.05.2019,VeriSign Inc.,"194,63",USD,0,0,0,0,0,0
23.05.2019,Pfeiffer Vacuum AG,"132,3",EUR,"2,3",2,"3,6","3,2","2,65","2,65"
23.05.2019,REALTECH AG,"1,09",EUR,0,0,0,0,0,0
23.05.2019,United Internet AG,"32,4",EUR,"0,95","0,85","0,8","0,7","0,6","0,4"
23.05.2019,Deutsche Bank AG,"6,46",EUR,"0,11","0,11","0,19",0,"0,75","0,75"
23.05.2019,McDonald's Corp.,"198,97",USD,"4,19","3,83","3,61","3,44","3,28","3,12"
23.05.2019,"Home Depot Inc., The",192,USD,"3,56","2,76","2,36","1,88","1,56","1,16"
23.05.2019,STINAG Stuttgart Invest AG,"23,6",EUR,"0,75","0,75","0,75","0,75","0,41","0,41"
23.05.2019,Autogrill S.p.A.,"8,74",EUR,,,"0,16","0,12",0,0
23.05.2019,Legal & General plc,"2,59",GBP,"0,16","0,15","0,14","0,13","0,11","0,09"
23.05.2019,Dassault Systèmes S.A.,,EUR,"0,65","0,58","0,53","0,47","0,43","0,41"
23.05.2019,BlackRock Inc.,"433,89",USD,"12,02",10,"9,16","8,72","7,72","6,72"
23.05.2019,Vallourec S.A.,,EUR,0,0,0,0,"0,81","0,81"
23.05.2019,Compagnie Financiere Tradition S.A.,"107,92",CHF,5,5,"4,5","3,5",3,"2,5"
23.05.2019,Intertek plc,"51,32",GBP,"0,99","0,71","0,62","0,52","0,49","0,46"
23.05.2019,KeyCorp,"16,52",USD,"0,57","0,38","0,33","0,29","0,25","0,22"
23.05.2019,Swatch (N),,CHF,"1,6","1,5","1,35","1,5","1,5","1,5"
23.05.2019,Alumina Ltd.,"2,47",USD,"0,23","0,14","0,06","0,06",0,0
23.05.2019,LANXESS AG,"48,01",EUR,"0,9","0,8","0,7","0,6","0,5","0,5"
23.05.2019,Value-Holdings AG,"4,9",EUR,0,0,0,0,0,0
23.05.2019,WACKER CHEMIE AG,"69,94",EUR,"2,5","2,5",2,2,"1,5","0,5"
23.05.2019,Rexel S.A.,,EUR,"0,44","0,42","0,4","0,4","0,75","0,75"
23.05.2019,Pommersche Provinzial-Zucker-Siederei AG,77,EUR,0,0,0,0,0,0
23.05.2019,Sun Hung Kai & Co LtdShs,,HKD,"0,26","0,26","0,26","0,26","0,26","0,22"
23.05.2019,Mutares AG,,EUR,1,"0,1","0,35","0,6","4,7","0,85"
23.05.2019,Westwing Group AG,,EUR,0,,,,,
23.05.2019,DFV Deutsche Familienversicherung,,EUR,0,,,,,
23.05.2019,bioMerieux SA,,EUR,"0,35","0,34",1,1,1,1
23.05.2019,The Mosaic Co,"21,62",USD,"0,1","0,35","1,1","1,08",1,1
23.05.2019,NextEra Energy Inc,"203,53",USD,"4,44","3,93","3,48","3,08","2,9","2,64"
23.05.2019,Enquest PLC,"0,2",USD,0,0,0,0,0,0
23.05.2019,Henry Boot PLC,"2,48",GBP,"0,09","0,08","0,07","0,06","0,06","0,05"
23.05.2019,S & U PLC,"22,4",GBP,"1,05","0,91","0,76","0,66","0,54",
23.05.2019,Adval Tech AG,185,CHF,"4,2",4,41,0,0,0
23.05.2019,DowDuPont Inc.,"30,94",USD,"1,52","1,76",,,,
23.05.2019,Shareholder Value Beteiligungen AG,102,EUR,0,0,0,0,0,0
23.05.2019,publity AG,"28,6",EUR,"1,5",0,"2,8",2,0,
23.05.2019,Senvion S.A.,,EUR,,0,0,,,
23.05.2019,Valeo SA,26,EUR,"1,25","1,25","1,25",1,"0,73","0,57"
23.05.2019,Singulus Technologies AG,9,EUR,,,0,0,0,0
23.05.2019,Fitbit,,USD,0,0,0,0,,
23.05.2019,Informa PLC,"7,7",GBP,"0,22","0,2","0,19","0,2","0,19","0,19"
23.05.2019,Synchrony Financial,,USD,"0,72","0,56","0,26",0,0,
23.05.2019,Zur Rose AG,,CHF,0,0,0,"0,5",,
23.05.2019,Polypipe Group PLC,"4,23",GBP,"0,12","0,11","0,1","0,08","0,05",0
24.05.2019,Informa PLC,"7,89",GBP,"0,22","0,2","0,19","0,2","0,19","0,19"
24.05.2019,myFC Holding AB,,SEK,,,,,,
24.05.2019,4SC AG,"2,87",EUR,0,0,0,0,0,0
24.05.2019,Grifols SA (B),"16,2",EUR,,"0,38","0,32","0,35","0,28","0,2"
24.05.2019,Grifols SA,"23,25",EUR,,"0,38","0,32","0,35","0,28","0,2"
24.05.2019,va-Q-tec AG,,EUR,,,,,,
24.05.2019,H&R GmbH & Co. KGaA,,EUR,0,"0,4",0,0,0,0
24.05.2019,Lalique,,EUR,"0,44","0,43","0,43",,,
24.05.2019,China Citic Bank Corporation Ltd (H),,CNY,"0,23","0,26","0,22","0,21",0,"0,25"
24.05.2019,BKW AG,69,CHF,"1,8","1,8","1,6","1,6","1,6","1,2"
24.05.2019,Sberbank of Russia,,RUB,,12,0,"12,8","12,8","10,4"
24.05.2019,Sands China Ltd.,,USD,"0,25","0,26","0,26","0,26","0,26","0,22"
24.05.2019,Powszechny Zaklad Ubezpieczen SA,"40,07",PLN,,"2,5","1,4","2,08","3,4",2
24.05.2019,Vivanco Gruppe AG,"4,16",EUR,"0,1","0,1","1,1",0,0,0
24.05.2019,AKASOL AG,,EUR,0,,,,,
24.05.2019,Perfect,"0,02",CHF,0,0,0,0,0,0
24.05.2019,Spectris plc,"25,56",GBP,"0,61","0,57","0,52","0,5","0,47","0,43"
24.05.2019,Effecten-Spiegel AG Vz.,"18,1",EUR,"0,55","0,9","0,8","0,8","0,75","0,75"
24.05.2019,Effecten-Spiegel AG St.,"18,2",EUR,"0,55","0,9","0,8","0,8","0,75","0,75"
24.05.2019,CENIT AG,"14,5",EUR,"0,6",1,"0,5",1,"0,9","0,35"
24.05.2019,Vienna Insurance,"22,8",EUR,1,"0,9","0,8","0,6","1,4","1,3"
24.05.2019,Lincoln National Corp.,"63,49",USD,"1,36","1,2","1,04","0,85","0,68","0,52"
24.05.2019,J. C. Penney Company Inc.,,USD,0,0,0,0,0,"0,8"
24.05.2019,Steven Madden Ltd.,"30,71",USD,,0,0,0,0,0
24.05.2019,OHB SE,"32,5",EUR,"0,43","0,4","0,4","0,4","0,37","0,37"
25.05.2019,Wiener Privatbank SE,8,EUR,"0,25","3,2","0,8","0,5","0,8","0,7"
25.05.2019,PT Astra International Tbk,,IDR,,185,168,177,216,216
27.05.2019,EIC Electricity S.A.,"3,18",CHF,0,0,0,0,0,0
27.05.2019,Müller - Die lila Logistik AG,"11,3",EUR,"0,3","0,25","0,3","0,3","0,15","0,15"
27.05.2019,EUROKAI KGaA (Vz.),"36,2",EUR,"1,5","1,5","1,5","1,5","1,5","1,5"
27.05.2019,Geely,,CNY,"0,35","0,29","0,12","0,03","0,02","0,03"
27.05.2019,Francotyp-Postalia Holding AG,"3,36",EUR,"0,03","0,12","0,16","0,12","0,16","0,08"
27.05.2019,Fernheizwerk Neukölln AG,"47,4",EUR,"1,6","1,6","1,6","1,45","1,45","1,45"
27.05.2019,Ackermans & van Haaren S.A.,,EUR,"2,32","2,2","2,04","1,96","1,82","1,7"
27.05.2019,Eurokai KGaA,,EUR,"1,5","1,5","1,5","1,5","1,5","1,5"
27.05.2019,Rath AG,"29,2",EUR,1,"0,75","0,5","0,5","0,4",0
27.05.2019,AEVIS Holding S.A.,"62,8",CHF,"1,1","0,55","0,55","0,55","0,55","0,55"
28.05.2019,Cytori Therapeutics Inc Registered Shs,,USD,,0,0,0,0,0
28.05.2019,Blackstone Resources AG,,CHF,,,,,,
28.05.2019,Software AG,,EUR,"0,71","0,65","0,6","0,55","0,5","0,46"
28.05.2019,Poste Italiane SPA,"8,72",EUR,"0,44","0,42","0,39","0,34",,
28.05.2019,Gulf Marine Services PLC,"0,11",USD,,0,"0,02","0,02","0,01","0,02"
28.05.2019,Evonik AG,"25,06",EUR,"1,15","1,15","1,15","1,15",1,1
28.05.2019,Cofina SGPS SA,,EUR,0,0,0,"0,02","0,02","0,01"
28.05.2019,Lotto24 AG,"13,35",EUR,0,0,0,0,0,0
28.05.2019,F. Ramada - Investimentos SGPS SA,,EUR,,"2,23","0,28","0,21",,
28.05.2019,Josef Manner & Comp AG,78,EUR,"0,8","0,4","0,4","0,8","0,28","0,76"
28.05.2019,SMA Solar AG,"23,72",EUR,0,"0,35","0,26","0,14",0,0
28.05.2019,KHD Humboldt Wedag International AG,"1,17",EUR,0,0,0,0,0,0
28.05.2019,Dierig Holding AG,"16,9",EUR,"0,2","0,2","0,2",0,"0,2","0,2"
28.05.2019,Romande Energie S.A.,"1.210,00",CHF,,36,36,33,30,30
28.05.2019,Santhera Pharmaceuticals AG,"14,94",CHF,0,0,0,0,0,0
28.05.2019,ALTRI SGPS SAShs,,EUR,"0,72","0,3","0,25","0,5","0,08","0,04"
28.05.2019,Francotyp-Postalia Holding AG,"3,4",EUR,"0,03","0,12","0,16","0,12","0,16","0,08"
28.05.2019,GBK Beteiligungen AG,"9,3",EUR,"0,1","0,1","0,1","0,1","0,1","0,1"
28.05.2019,InVision AG,"15,3",EUR,,0,"0,5",0,1,0
28.05.2019,MBB SE,70,EUR,"0,69","0,66","0,61","0,59","0,57","0,55"
28.05.2019,Viscom AG,"14,4",EUR,"0,45","0,6","0,45","0,4","0,72","0,42"
28.05.2019,Fraport AG,"73,24",EUR,2,"1,5","1,5","1,35","1,35","1,25"
28.05.2019,Natixis Banques Populaires,,EUR,"0,78","0,37","0,35","0,35","0,34","0,16"
28.05.2019,Einbecker Brauhaus AG,"9,9",EUR,0,"0,08","0,08","0,07","0,06",0
28.05.2019,BayWa AG (NA),34,EUR,"0,9","0,9","0,85","0,85","0,8","0,75"
28.05.2019,Valora Effekten Handel AG,"1,27",EUR,0,"0,1",0,0,0,0
28.05.2019,National-Oilwell Varco Inc.,"21,9",USD,"0,2","0,2","0,61","1,84","1,64","0,91"
28.05.2019,Rheinmetall AG,"100,25",EUR,"2,1","1,7","1,45","1,1","0,3","0,4"
28.05.2019,Air France-KLM,,EUR,0,0,0,0,0,0
28.05.2019,Merck Co.,"80,26",USD,"1,92","1,88","1,84","1,81","1,77","1,73"
28.05.2019,BayWa AG (vink. NA),"27,1",EUR,"0,9","0,9","0,85","0,85","0,8","0,75"
28.05.2019,Masterflex SE,"5,95",EUR,"0,07","0,07","0,05",0,0,0
28.05.2019,FORIS AG,"2,9",EUR,0,"0,1","0,1","0,15","0,1","0,1"
28.05.2019,Nemetschek SE,"144,1",EUR,"0,81","0,75","0,65","0,5","0,4","0,33"
28.05.2019,Bechtle AG,"110,6",EUR,1,"0,9","0,75","0,7","0,6","0,55"
29.05.2019,MLP SE,"4,18",EUR,"0,2","0,2","0,08","0,12","0,17","0,16"
29.05.2019,Eckert & Ziegler Strahlen- und Medizintechnik AG,"97,5",EUR,"1,2","0,8","0,6","0,6","0,6","0,6"
29.05.2019,Intershop Communications,"1,3",EUR,0,0,0,0,0,0
29.05.2019,ExxonMobil Corp. (Exxon Mobil),"72,16",USD,"3,23","3,06","2,98","2,88","2,7","2,46"
29.05.2019,QSC AG,"1,32",EUR,"0,03","0,03","0,03","0,03","0,1","0,1"
29.05.2019,INDUS AG,"40,75",EUR,"1,5","1,5","1,35","1,2","1,2","1,1"
29.05.2019,KUKA AG,"50,1",EUR,"0,3","0,5","0,5","0,5","0,4","0,3"
29.05.2019,TOTAL S.A.,,USD,"2,56","2,96","2,61","2,67","2,97","3,26"
29.05.2019,IVU Traffic AG,"9,24",EUR,"0,12","0,1",0,0,"0,05",0
29.05.2019,Chevron Corp.,"116,77",USD,"4,48","4,32","4,29","4,28","4,21","3,9"
